Grau;Área;Emitir;Código;Descrição
7;Linguagem;Convenções padrão do inglês;L.7.1.c;Estrutura, variedade e significado das frases: reconhecer e corrigir alterações inadequadas no número de pronomes e na pessoa do verbo em frases com múltiplas orações e expressões.
7;Linguagem;Convenções padrão do inglês;L.7.1.d;Estrutura, variedade e significado das frases: Reconheça que mudar a posição de uma frase ou oração pode adicionar variedade, enfatizar relações específicas entre ideias ou alterar o significado de uma frase ou parágrafo. [Essas habilidades provavelmente exigirão atenção contínua nos anos finais do ensino fundamental e no ensino médio, à medida que se aplicam a uma escrita e fala cada vez mais sofisticadas.]
7;Linguagem;Convenções padrão do inglês;L.7.2;Ao escrever, demonstre domínio do uso de maiúsculas, pontuação e ortografia padrão da língua inglesa.
7;Linguagem;Convenções padrão do inglês;L.7.2.a;Use uma vírgula para separar adjetivos coordenados (por exemplo, um filme fascinante e agradável).
7;Linguagem;Convenções padrão do inglês;L.7.2.b;Escreva corretamente, reconhecendo que algumas palavras têm variações comumente aceitas (por exemplo, donut/doughnut).
7;Linguagem;Habilidades linguísticas;L.7.3;Utilize seu conhecimento da língua e suas convenções ao escrever, falar, ler ou ouvir.
7;Linguagem;Habilidades linguísticas;L.7.3.a;Mantenha uma consistência adequada no estilo e no tom, variando a estrutura das frases de acordo com o significado e o interesse do público.
7;Linguagem;Habilidades linguísticas;L.7.3.b;Reconhecer variações do inglês padrão ou formal na escrita e na fala, determinar sua adequação ao propósito e ao público-alvo pretendidos e fazer as alterações necessárias.
7;Linguagem;Aquisição e uso do vocabulário;L.7.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com o nível de leitura e conteúdo do sétimo ano, escolhendo com flexibilidade entre uma variedade de estratégias.
7;Linguagem;Aquisição e uso do vocabulário;L.7.4.a;"Utilize o contexto (por exemplo, o significado geral de uma frase ou parágrafo; a posição ou função de uma palavra em uma frase) como uma pista para o significado de uma palavra ou expressão."
7;Linguagem;Aquisição e uso do vocabulário;L.7.4.b;Use afixos e radicais gregos ou latinos comuns e adequados ao nível de escolaridade como pistas para o significado de uma palavra (por exemplo, beligerante, guerreiro, rebelde).
7;Linguagem;Aquisição e uso do vocabulário;L.7.4.c;Consulte materiais de referência gerais e especializados (por exemplo, dicionários, glossários, tesauros), tanto impressos quanto digitais, para encontrar a pronúncia de uma palavra ou para determinar ou esclarecer seu significado preciso ou classe gramatical.
7;Linguagem;Aquisição e uso do vocabulário;L.7.4.d;Verificar a determinação preliminar do significado de uma palavra ou frase (por exemplo, verificando o significado inferido do contexto ou em um dicionário).
7;Linguagem;Aquisição e uso do vocabulário;L.7.5;Demonstrar compreensão da linguagem figurada, das relações entre as palavras e das nuances de significado das palavras.
7;Linguagem;Aquisição e uso do vocabulário;L.7.5.a;Interpretar figuras de retórica (por exemplo, alusões literárias, bíblicas e mitológicas) em contexto.
7;Linguagem;Aquisição e uso do vocabulário;L.7.5.b;Utilize a relação entre palavras específicas (por exemplo, sinônimo/antônimo, analogia) para melhor compreender cada uma delas.
7;Linguagem;Aquisição e uso do vocabulário;L.7.5.c;Diferencie as conotações (associações) de palavras com denotações (definições) semelhantes (por exemplo, refinado, respeitoso, educado, diplomático, condescendente).
7;Linguagem;Aquisição e uso do vocabulário;L.7.6;"Adquirir e usar com precisão palavras e frases acadêmicas gerais e específicas da área, apropriadas para o seu nível escolar; pesquisar palavras de forma independente e adquirir conhecimento de vocabulário. (Consulte o Padrão 4 de Leitura de Literatura do 7º ano e o Padrão 4 de Leitura Informativa do 7º ano para aplicar o conhecimento de vocabulário à leitura; consulte o Padrão 8 de Escrita do 7º ano e o Padrão 4 de Expressão Oral e Escuta do 7º ano para aprimorar a escrita e as apresentações aplicando o conhecimento de vocabulário.)"
8;Ler literatura;Ideias e detalhes principais;RL.8.1;Cite as evidências textuais que melhor sustentam sua análise do que um texto afirma explicitamente, bem como quaisquer inferências feitas a partir do texto, citando ou parafraseando conforme apropriado. (Consulte o Padrão de Escrita do 8º Ano, seção 8, para obter mais informações sobre citações e paráfrases.)
8;Ler literatura;Ideias e detalhes principais;RL.8.2;"Identificar um tema ou ideia central de um texto e analisar seu desenvolvimento ao longo do texto, incluindo sua relação com os personagens, o cenário e o enredo; fornecer um resumo objetivo do texto."
8;Ler literatura;Ideias e detalhes principais;RL.8.3;Analise como determinadas falas ou incidentes em uma história, poema ou peça teatral impulsionam a ação, revelam aspectos de um personagem ou levam a uma decisão.
8;Ler literatura;Artesanato e estrutura;RL.8.4;"Determinar o significado de palavras e frases conforme usadas em um texto, incluindo significados figurativos e conotativos; analisar o impacto de escolhas vocabulares específicas no significado, tom ou atmosfera, incluindo alusões e ironia. (Consulte os Padrões de Língua Portuguesa do 8º ano, 4 a 6, sobre a aplicação de vocabulário à leitura.)"
8;Ler literatura;Artesanato e estrutura;RL.8.5;Compare e contraste a estrutura de dois ou mais textos, analisando como a estrutura contribui para o significado e o estilo de cada texto.
8;Ler literatura;Artesanato e estrutura;RL.8.6;Analise como as diferenças de ponto de vista entre as personagens e o público (por exemplo, criadas através do uso da ironia dramática) geram efeitos como suspense ou humor.
8;Ler literatura;Integração de conhecimento e ideias;RL.8.7;Analisar em que medida uma produção em áudio, filmada ou encenada de uma história, peça teatral ou poema permanece fiel ou se desvia do original, avaliando as decisões tomadas pelo diretor ou pelos intérpretes.
8;Ler literatura;Integração de conhecimento e ideias;RL.8.8;(Não aplicável. Para expectativas em relação a temas em obras literárias, consulte o Padrão de Leitura Literária 2.)
8;Ler literatura;Integração de conhecimento e ideias;RL.8.9;Analise como uma obra de ficção moderna se inspira em temas, padrões de eventos ou tipos de personagens de mitos, histórias tradicionais ou obras religiosas como a Bíblia, incluindo uma descrição de como o material é renovado.
8;Ler literatura;Alcance de leitura e nível de complexidade do texto;RL.8.10;Ler e compreender, de forma independente e competente, textos literários que representem uma variedade de gêneros, culturas e perspectivas e que apresentem complexidade, pelo menos até o oitavo ano do ensino fundamental. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
8;Leitura de um texto informativo;Ideias e detalhes principais;RI.8.1;Cite as evidências textuais que melhor sustentam uma análise do que um texto afirma explicitamente, bem como as inferências feitas a partir dele, citando ou parafraseando conforme apropriado. (Consulte o Padrão de Escrita 8 do 8º ano para obter mais informações sobre citações e paráfrases.)
8;Leitura de um texto informativo;Ideias e detalhes principais;RI.8.2;"Identificar a(s) ideia(s) central(is) de um texto e analisar seu desenvolvimento ao longo do texto, incluindo sua relação com as ideias secundárias; fornecer um resumo objetivo do texto."
8;Leitura de um texto informativo;Ideias e detalhes principais;RI.8.3;Analise como um texto estabelece conexões e distinções entre indivíduos, ideias ou eventos (por exemplo, por meio de comparações, analogias ou categorias).
8;Leitura de um texto informativo;Artesanato e estrutura;RI.8.4;"Determinar o significado de palavras e frases usadas em um texto, incluindo significados figurativos, conotativos e técnicos; analisar o impacto de escolhas vocabulares específicas no significado e no tom, incluindo analogias ou alusões a outros textos. (Ver Nível: Aplicar o Conhecimento de Vocabulário à Leitura; ver o Padrão de Escrita 5 do 1º Ano e o Padrão de Fala e Escuta 4 do 1º Ano para aprimorar a escrita e as apresentações aplicando o conhecimento de vocabulário.)"
8;Leitura de um texto informativo;Artesanato e estrutura;RI.8.5;Analise detalhadamente os elementos estruturais de um texto, incluindo o papel de frases, parágrafos e características textuais específicas no desenvolvimento e aprimoramento de um conceito-chave.
8;Leitura de um texto informativo;Artesanato e estrutura;RI.8.6;Determine o ponto de vista ou propósito do autor em um texto e analise como o autor reconhece e responde a evidências ou pontos de vista conflitantes.
8;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.8.7;Avalie as vantagens e desvantagens de usar diferentes meios de comunicação (por exemplo, texto impresso ou digital, vídeo, multimídia) para apresentar um determinado tópico ou ideia.
8;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.8.8;"Analise e avalie o argumento e as afirmações específicas em um texto, verificando se o raciocínio é sólido e se as evidências são relevantes e suficientes; reconheça quando evidências irrelevantes são apresentadas."
8;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.8.9;Analise um caso em que dois ou mais textos fornecem informações contraditórias sobre o mesmo assunto e identifique onde os textos divergem em termos de fato ou de interpretação.
8;Leitura de um texto informativo;Alcance de leitura e nível de complexidade do texto;RI.8.10;Ler e compreender, de forma independente e competente, textos informativos, incluindo textos de história/estudos sociais, ciências, matemática e textos técnicos, em um nível de complexidade apropriado para pelo menos o oitavo ano do ensino fundamental. (Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade do texto.)
8;Escrita;Tipos e finalidades dos textos;W.8.1;Redija argumentos (por exemplo, ensaios, cartas ao editor, discursos de defesa) para sustentar afirmações com razões claras e evidências relevantes.
8;Escrita;Tipos e finalidades dos textos;W.8.1.a;Apresente as alegações, reconheça-as e distinga-as de alegações alternativas ou opostas, e organize as razões e as evidências de forma lógica em parágrafos e seções.
