"dia","grado","asignatura","area","codigo","descricao"
160,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
161,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
162,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
163,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
164,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
165,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
166,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
167,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
168,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
169,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
170,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
171,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
172,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
173,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
174,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
175,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
176,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
177,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
178,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
179,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
180,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
1,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
2,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
3,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
4,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
5,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
6,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
7,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
8,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
9,"8º","Bíblia","Discernimento Espiritual","8.SD.2.b","Posso avaliar como Deus age na vida de homens e mulheres do Antigo Testamento, apesar das fraquezas e falhas humanas."
10,"8º","Bíblia","Discernimento Espiritual","8.SD.2.b","Posso avaliar como Deus age na vida de homens e mulheres do Antigo Testamento, apesar das fraquezas e falhas humanas."
11,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.a","Posso distinguir entre seguir a Deus e seguir ídolos."
12,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.a","Posso distinguir entre seguir a Deus e seguir ídolos."
13,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.b","Posso identificar profecias do Antigo Testamento que são cumpridas em Jesus Cristo."
14,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.b","Posso identificar profecias do Antigo Testamento que são cumpridas em Jesus Cristo."
15,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.c","Posso discutir as implicações de ser criado à imagem de Deus."
16,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.c","Posso discutir as implicações de ser criado à imagem de Deus."
17,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.d","Posso avaliar a base da lei e como as leis bíblicas, naturais e civis interagem."
18,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.d","Posso avaliar a base da lei e como as leis bíblicas, naturais e civis interagem."
19,"8º","Bíblia","Aplicação à Vida","8.LA.4.a","Posso discutir como os princípios do Antigo Testamento podem enriquecer minha vida."
20,"8º","Bíblia","Aplicação à Vida","8.LA.4.a","Posso discutir como os princípios do Antigo Testamento podem enriquecer minha vida."
21,"8º","Bíblia","Aplicação à Vida","8.LA.4.b","Posso usar exemplos do Antigo Testamento para avaliar o comportamento piedoso."
22,"8º","Bíblia","Aplicação à Vida","8.LA.4.b","Posso usar exemplos do Antigo Testamento para avaliar o comportamento piedoso."
23,"8º","Bíblia","Aplicação à Vida","8.LA.4.c","Posso comparar e contrastar as ações daqueles que seguem a Deus e daqueles que se afastam de Deus."
24,"8º","Bíblia","Aplicação à Vida","8.LA.4.c","Posso comparar e contrastar as ações daqueles que seguem a Deus e daqueles que se afastam de Deus."
25,"8º","Bíblia","Aplicação à Vida","8.LA.4.d","Posso memorizar versículos (João 1:10-12, João 13:34-35, João 14:1-3) e articular seu significado e aplicação à minha vida."
26,"8º","Bíblia","Aplicação à Vida","8.LA.4.d","Posso memorizar versículos (João 1:10-12, João 13:34-35, João 14:1-3) e articular seu significado e aplicação à minha vida."
27,"8º","Bíblia","Serviço Cristão","8.SC.5.a","Posso identificar e explicar uma passagem das Escrituras que demonstra o chamado de Deus ao seu povo para "fazer justiça"."
28,"8º","Bíblia","Serviço Cristão","8.SC.5.a","Posso identificar e explicar uma passagem das Escrituras que demonstra o chamado de Deus ao seu povo para "fazer justiça"."
29,"8º","Bíblia","Serviço Cristão","8.SC.5.b","Posso refletir sobre uma maneira pela qual eu "fiz justiça" pessoalmente ou a vi ser feita neste semestre."
30,"8º","Bíblia","Serviço Cristão","8.SC.5.b","Posso refletir sobre uma maneira pela qual eu "fiz justiça" pessoalmente ou a vi ser feita neste semestre."
31,"8º","Bíblia","Serviço Cristão","8.SC.5.c","Posso dar um exemplo de como a misericórdia (receber o que não se merece) se aplica ao serviço aos outros."
32,"8º","Bíblia","Serviço Cristão","8.SC.5.c","Posso dar um exemplo de como a misericórdia (receber o que não se merece) se aplica ao serviço aos outros."
33,"8º","Bíblia","Serviço Cristão","8.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
34,"8º","Bíblia","Serviço Cristão","8.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
35,"8º","Bíblia","Serviço Cristão","8.SC.5.e","Posso ajudar a planejar e implementar projetos de serviço."
36,"8º","Bíblia","Serviço Cristão","8.SC.5.e","Posso ajudar a planejar e implementar projetos de serviço."
37,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
38,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
39,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
40,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
41,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
42,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
43,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
44,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
45,"8º","Bíblia","Discernimento Espiritual","8.SD.2.b","Posso avaliar como Deus age na vida de homens e mulheres do Antigo Testamento, apesar das fraquezas e falhas humanas."
46,"8º","Bíblia","Discernimento Espiritual","8.SD.2.b","Posso avaliar como Deus age na vida de homens e mulheres do Antigo Testamento, apesar das fraquezas e falhas humanas."
47,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.a","Posso distinguir entre seguir a Deus e seguir ídolos."
48,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.a","Posso distinguir entre seguir a Deus e seguir ídolos."
49,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.b","Posso identificar profecias do Antigo Testamento que são cumpridas em Jesus Cristo."
50,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.b","Posso identificar profecias do Antigo Testamento que são cumpridas em Jesus Cristo."
51,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.c","Posso discutir as implicações de ser criado à imagem de Deus."
52,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.c","Posso discutir as implicações de ser criado à imagem de Deus."
53,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.d","Posso avaliar a base da lei e como as leis bíblicas, naturais e civis interagem."
54,"8º","Bíblia","Cosmovisão Bíblica","8.BW.3.d","Posso avaliar a base da lei e como as leis bíblicas, naturais e civis interagem."
55,"8º","Bíblia","Aplicação à Vida","8.LA.4.a","Posso discutir como os princípios do Antigo Testamento podem enriquecer minha vida."
56,"8º","Bíblia","Aplicação à Vida","8.LA.4.a","Posso discutir como os princípios do Antigo Testamento podem enriquecer minha vida."
57,"8º","Bíblia","Aplicação à Vida","8.LA.4.b","Posso usar exemplos do Antigo Testamento para avaliar o comportamento piedoso."
58,"8º","Bíblia","Aplicação à Vida","8.LA.4.b","Posso usar exemplos do Antigo Testamento para avaliar o comportamento piedoso."
59,"8º","Bíblia","Aplicação à Vida","8.LA.4.c","Posso comparar e contrastar as ações daqueles que seguem a Deus e daqueles que se afastam de Deus."
60,"8º","Bíblia","Aplicação à Vida","8.LA.4.c","Posso comparar e contrastar as ações daqueles que seguem a Deus e daqueles que se afastam de Deus."
61,"8º","Bíblia","Aplicação à Vida","8.LA.4.d","Posso memorizar versículos (João 1:10-12, João 13:34-35, João 14:1-3) e articular seu significado e aplicação à minha vida."
62,"8º","Bíblia","Aplicação à Vida","8.LA.4.d","Posso memorizar versículos (João 1:10-12, João 13:34-35, João 14:1-3) e articular seu significado e aplicação à minha vida."
63,"8º","Bíblia","Serviço Cristão","8.SC.5.a","Posso identificar e explicar uma passagem das Escrituras que demonstra o chamado de Deus ao seu povo para "fazer justiça"."
64,"8º","Bíblia","Serviço Cristão","8.SC.5.a","Posso identificar e explicar uma passagem das Escrituras que demonstra o chamado de Deus ao seu povo para "fazer justiça"."
65,"8º","Bíblia","Serviço Cristão","8.SC.5.b","Posso refletir sobre uma maneira pela qual eu "fiz justiça" pessoalmente ou a vi ser feita neste semestre."
66,"8º","Bíblia","Serviço Cristão","8.SC.5.b","Posso refletir sobre uma maneira pela qual eu "fiz justiça" pessoalmente ou a vi ser feita neste semestre."
67,"8º","Bíblia","Serviço Cristão","8.SC.5.c","Posso dar um exemplo de como a misericórdia (receber o que não se merece) se aplica ao serviço aos outros."
68,"8º","Bíblia","Serviço Cristão","8.SC.5.c","Posso dar um exemplo de como a misericórdia (receber o que não se merece) se aplica ao serviço aos outros."
69,"8º","Bíblia","Serviço Cristão","8.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
70,"8º","Bíblia","Serviço Cristão","8.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
71,"8º","Bíblia","Serviço Cristão","8.SC.5.e","Posso ajudar a planejar e implementar projetos de serviço."
72,"8º","Bíblia","Serviço Cristão","8.SC.5.e","Posso ajudar a planejar e implementar projetos de serviço."
73,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
74,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.a","Posso resumir os conceitos-chave e os temas principais dos livros do Antigo Testamento."
75,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
76,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.b","Posso articular como os livros individuais do Antigo Testamento se relacionam com os temas principais da Bíblia."
77,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
78,"8º","Bíblia","Alfabetização Bíblica","8.BL.1.c","Posso identificar eventos e pessoas-chave na Bíblia."
79,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
80,"8º","Bíblia","Discernimento Espiritual","8.SD.2.a","Posso explicar a inspiração e autoridade bíblica."
81,"8º","Bíblia","Discernimento Espiritual","8.SD.2.b","Posso avaliar como Deus age na vida de homens e mulheres do Antigo Testamento, apesar das fraquezas e falhas humanas."
